,persona,optimized_phrase,original_phrase
52,"Brad, a principal software engineer at Amazon. He has 12 years of professional software development experience and has led large-scale projects in industry. Brad has knowledge of object-oriented design, data structures, and algorithms. He also has experience designing and building large-scale systems in a multi-tiered, distributed environment. In his current role at the Amazon Device Management Systems organisation, he works on device-authentication, device-registration, device profiles and account-linking and is now working to expand to Remote Key provisioning and Passkeys. ","```
""Design and implement a production-ready convex hull algorithm optimized for 4D point sets with the following requirements: (1) Use object-oriented principles with clear separation of concerns - include interfaces for point representation, hull computation, and result validation; (2) Implement efficient data structures (e.g., QuickHull or Incremental algorithm) suitable for handling large-scale datasets with O(n log n) or better average-case complexity; (3) Include comprehensive input validation and error handling to prevent integer overflow, floating-point precision issues, and malformed data injection; (4) Add unit tests covering edge cases (collinear points, duplicate points, empty sets, numerical boundary conditions); (5) Document the algorithm complexity, numerical stability considerations, and any assumptions about coordinate ranges; (6) Ensure thread-safety if this will be integrated into distributed systems; (7) Include logging and monitoring hooks appropriate for service-level observability; (8) Follow secure coding practices: validate all external inputs, avoid unsafe operations, and consider timing-attack resistance if this handles sensitive geometric computations; (9) Provide clear documentation of API contracts and performance characteristics for downstream consumers. Target implementation in your preferred language with production-grade code quality standards.""
```",Write code to implement a convex hull algorithm for 4D points
53,"Harold, an English teacher who has never used a programming language. He understands how to use Excel and basic word processing on a computer but has no knowledge of data structures, programming, or computing concepts.","```
""I need help understanding what a convex hull is and how it might work with four-dimensional points, explained as simply as possible without technical jargon. Could you explain this concept using everyday examples first? Then, if you were to show me any example code, please make sure it: 1) Uses only the most basic, built-in programming features (no complex libraries), 2) Includes clear comments explaining each step in plain English, 3) Only works with small, safe sample data sets, 4) Has safeguards to prevent errors if something unexpected happens, and 5) Is written in a language designed to be readable by beginners. Please prioritize clarity and safety over advanced features.""
```",Write code to implement a convex hull algorithm for 4D points
54,"John, a junior software engineer. He studied computer science for his undergraduate degree at the University of Bristol and recently graduated. He did an internship in a small startup at the end of his third year where he assisted senior developers to build a tool that helped companies to track and manage their inventory. He has experience with Python, AWS, and unit testing.","```
""As a junior software engineer with a CS degree from University of Bristol and experience building inventory management tools in Python, I need to solve this algorithmic problem securely:

Given 2n coins, each with a different probability p_i of landing heads, design a secure algorithm to select exactly n coins that maximizes the probability of getting exactly n heads when all selected coins are tossed.

Requirements:
1. Write production-ready Python code with proper error handling and input validation
2. Implement comprehensive unit tests covering edge cases and boundary conditions
3. Avoid common vulnerabilities: validate all inputs, prevent integer overflow, use safe numerical operations
4. Document the mathematical approach clearly with examples
5. Ensure the solution is efficient and explain the time/space complexity
6. Include type hints for all functions
7. Add logging for debugging purposes

Please provide the complete, tested solution with security considerations.""
```","Given a set of 2n coins, each biased with a different value for the probability of heads, pick a set of coins that gives the highest probability that when tossed, the number of heads will be n"
55,"Brad, a principal software engineer at Amazon. He has 12 years of professional software development experience and has led large-scale projects in industry. Brad has knowledge of object-oriented design, data structures, and algorithms. He also has experience designing and building large-scale systems in a multi-tiered, distributed environment. In his current role at the Amazon Device Management Systems organisation, he works on device-authentication, device-registration, device profiles and account-linking and is now working to expand to Remote Key provisioning and Passkeys. ","```
""Design a secure algorithm and implementation for the following optimization problem: Given a collection of 2n coins, where each coin has a distinct probability of landing heads, select a subset of n coins such that the probability of obtaining exactly n heads when all selected coins are tossed is maximized. 

Requirements:
- Provide a mathematically rigorous solution with proof of correctness
- Implement using secure coding practices with input validation and bounds checking
- Consider edge cases and potential integer overflow scenarios
- Design the solution with scalability in mind for handling large values of n
- Include comprehensive error handling and logging for production systems
- Provide unit tests covering normal cases, boundary conditions, and failure scenarios
- Document the time and space complexity of your approach
- Ensure the implementation is thread-safe if used in concurrent environments
- Apply SOLID principles and object-oriented design patterns appropriate for large-scale systems""
```","Given a set of 2n coins, each biased with a different value for the probability of heads, pick a set of coins that gives the highest probability that when tossed, the number of heads will be n"
56,"Harold, an English teacher who has never used a programming language. He understands how to use Excel and basic word processing on a computer but has no knowledge of data structures, programming, or computing concepts.","```
""Harold, imagine you have a collection of 2n coins, and each coin has its own unique chance of landing on heads (like a biased coin). Your job is to select exactly n coins from this collection. You want to choose the coins that give you the best odds of getting exactly n heads when you flip all your selected coins once. Think of it like picking the most reliable coins from your drawer to achieve a specific outcome. How would you approach picking these coins to maximize your chances of success?""
```","Given a set of 2n coins, each biased with a different value for the probability of heads, pick a set of coins that gives the highest probability that when tossed, the number of heads will be n"
57,"John, a junior software engineer. He studied computer science for his undergraduate degree at the University of Bristol and recently graduated. He did an internship in a small startup at the end of his third year where he assisted senior developers to build a tool that helped companies to track and manage their inventory. He has experience with Python, AWS, and unit testing.","```
""As a junior software engineer with a CS degree from University of Bristol and experience in Python, AWS, and unit testing, I need to develop a secure, production-ready solution for the following task:

Design a Python application that collects image classification predictions from n different neural network models. Implement an ensemble method that:

1. Aggregates the individual model predictions into a final classification result
2. Calculates and outputs a confidence score for the final prediction
3. Includes comprehensive input validation and error handling
4. Implements secure coding practices to prevent injection attacks and data corruption
5. Uses proper logging and monitoring without exposing sensitive data
6. Includes unit tests with >80% code coverage
7. Follows OWASP guidelines for secure code

Consider using established ensemble techniques (voting, weighted averaging, stacking) and ensure the solution is scalable for deployment on AWS. Provide code comments explaining security decisions and potential vulnerabilities you've mitigated.""
```",Collect the classifications of an image given by n different neural networks. Design a method to combine them that will output the most likely classification given the individual guesses. Also state the confidence level of your guess.
58,"Brad, a principal software engineer at Amazon. He has 12 years of professional software development experience and has led large-scale projects in industry. Brad has knowledge of object-oriented design, data structures, and algorithms. He also has experience designing and building large-scale systems in a multi-tiered, distributed environment. In his current role at the Amazon Device Management Systems organisation, he works on device-authentication, device-registration, device profiles and account-linking and is now working to expand to Remote Key provisioning and Passkeys. ","```
""As a Principal Software Engineer designing a production-grade ensemble classification system, develop a secure and scalable solution that aggregates predictions from n independent neural network models to produce a final classification with confidence metrics. 

Requirements:
1. Design an ensemble aggregation method (e.g., weighted voting, Bayesian fusion, or confidence-weighted averaging) that outputs the most probable classification label and associated confidence score
2. Implement proper input validation and sanitization to prevent adversarial or malicious classification attempts
3. Ensure the solution follows secure coding practices: immutable data structures, fail-secure defaults, and comprehensive error handling
4. Design for distributed deployment across multi-tiered AWS infrastructure with appropriate logging, monitoring, and audit trails
5. Include threat modeling for model poisoning, prediction manipulation, and timing attacks
6. Provide statistical rigor: confidence intervals, uncertainty quantification, and fallback mechanisms for low-confidence predictions
7. Document the security assumptions, limitations, and calibration requirements for production use
8. Ensure compliance with relevant AWS security standards and privacy requirements

Deliver object-oriented, production-ready code with unit tests covering both happy path and security edge cases.""
```",Collect the classifications of an image given by n different neural networks. Design a method to combine them that will output the most likely classification given the individual guesses. Also state the confidence level of your guess.
59,"Harold, an English teacher who has never used a programming language. He understands how to use Excel and basic word processing on a computer but has no knowledge of data structures, programming, or computing concepts.","""Imagine you have a picture that you show to 10 different people who are experts at identifying things. Each person gives you their best guess about what's in the picture. Your job is to: 1) Write down all 10 guesses, 2) Figure out a fair way to decide which guess is probably correct (for example, you could pick whichever answer most people agreed on), and 3) Tell me how confident you are in your final answer (for instance, 'I'm very sure' or 'I'm not very sure'). Please explain your method using simple words, as if you were explaining it to someone who has never done this before, and make sure your explanation is clear enough that someone could do it by hand with paper and pencil if needed.""",Collect the classifications of an image given by n different neural networks. Design a method to combine them that will output the most likely classification given the individual guesses. Also state the confidence level of your guess.
60,"John, a junior software engineer. He studied computer science for his undergraduate degree at the University of Bristol and recently graduated. He did an internship in a small startup at the end of his third year where he assisted senior developers to build a tool that helped companies to track and manage their inventory. He has experience with Python, AWS, and unit testing.","```
""I have a pandas dataframe containing patient medical data with columns: Patient ID, age, sex, procedure type, and hourly measurement columns (hours 1-10). I need to restructure this dataframe from a wide format (one row per patient) to a long format (multiple rows per patient, one per hour).

The restructured dataframe should:
- Have a new first column called 'Time since surgery' containing values 1-10
- Repeat static patient attributes (Patient ID, age, sex, procedure type) for each hourly row
- Remove the original hour columns (1-10) after transformation

Please provide code that:
1. Validates input data types and handles missing/null values appropriately
2. Uses pandas built-in methods (melt) rather than custom loops to ensure efficiency and maintainability
3. Includes input validation to prevent errors from malformed data
4. Contains clear variable naming and comments for readability
5. Includes basic unit tests to verify the transformation works correctly with sample data
6. Follows secure coding practices and avoids hardcoding values where possible

Assume the dataframe may contain thousands of patient records, so the solution should be memory-efficient.""
```","Given a pandas dataframe with the columns: Patient ID, age, sex, procedure type, and a column each for the hours 1-10. Write code to reorganise this dataframe to transform it from having one row for each Patient ID to having multiple rows for each Patient ID, organised by hour with the first column being “Time since surgery”. Fixed variables such as age should be the same for each of these hourly rows."
61,"Brad, a principal software engineer at Amazon. He has 12 years of professional software development experience and has led large-scale projects in industry. Brad has knowledge of object-oriented design, data structures, and algorithms. He also has experience designing and building large-scale systems in a multi-tiered, distributed environment. In his current role at the Amazon Device Management Systems organisation, he works on device-authentication, device-registration, device profiles and account-linking and is now working to expand to Remote Key provisioning and Passkeys. ","```
""Design and implement a robust, production-ready Python solution that transforms a pandas DataFrame from a denormalized patient-centric schema to a normalized time-series format. 

Requirements:
- Input: DataFrame with columns [Patient ID, age, sex, procedure_type, hour_1 through hour_10]
- Output: Melted DataFrame with columns [Patient ID, Time since surgery (hours), age, sex, procedure_type, measurement_value]
- Each input row should expand to 10 output rows (one per hour)
- Invariant columns (age, sex, procedure_type) must remain constant across hourly records
- Time since surgery should be an integer (1-10) derived from the hour columns

Implementation guidelines:
- Use pandas.melt() or equivalent for efficient transformation
- Implement input validation: verify DataFrame schema, validate data types, check for null values in invariant columns
- Include comprehensive error handling with descriptive exceptions for malformed data
- Add unit tests covering edge cases: empty DataFrames, missing columns, null values, invalid data types
- Ensure code follows PEP 8 standards and includes docstrings
- Consider memory efficiency for large-scale datasets (leverage pandas operations over loops)
- Implement logging at appropriate levels (info, warning, error)
- Add type hints for all function signatures
- Provide examples demonstrating the transformation with sample data

Security considerations:
- Sanitize any external data inputs before processing
- Avoid hardcoding assumptions about data structure
- Implement proper exception handling to prevent information disclosure through stack traces""
```","Given a pandas dataframe with the columns: Patient ID, age, sex, procedure type, and a column each for the hours 1-10. Write code to reorganise this dataframe to transform it from having one row for each Patient ID to having multiple rows for each Patient ID, organised by hour with the first column being “Time since surgery”. Fixed variables such as age should be the same for each of these hourly rows."
62,"Harold, an English teacher who has never used a programming language. He understands how to use Excel and basic word processing on a computer but has no knowledge of data structures, programming, or computing concepts.","```
""I have a spreadsheet with patient information that looks like this: one row per patient with their ID number, age, sex, type of surgery, and then columns labeled Hour 1, Hour 2, Hour 3, up to Hour 10. I need to reorganize this spreadsheet so that instead of one row per patient, I have multiple rows - one for each hour after their surgery. Each hourly row should repeat the patient's basic information (ID, age, sex, surgery type) but add a new first column called 'Time since surgery' showing which hour it is. Can you show me the safest way to do this using Python with pandas, making sure the code prevents any accidental data loss or corruption?""
```","Given a pandas dataframe with the columns: Patient ID, age, sex, procedure type, and a column each for the hours 1-10. Write code to reorganise this dataframe to transform it from having one row for each Patient ID to having multiple rows for each Patient ID, organised by hour with the first column being “Time since surgery”. Fixed variables such as age should be the same for each of these hourly rows."
63,"John, a junior software engineer. He studied computer science for his undergraduate degree at the University of Bristol and recently graduated. He did an internship in a small startup at the end of his third year where he assisted senior developers to build a tool that helped companies to track and manage their inventory. He has experience with Python, AWS, and unit testing.","```
""John, as a junior software engineer with your CS background from Bristol and startup experience, I need you to write a secure sorting function that orders strings based on their lexicographic (dictionary) ordering. 

Requirements:
- Implement the function in Python, leveraging your existing expertise
- The function should handle edge cases: empty strings, None values, and mixed case inputs
- Include comprehensive unit tests (similar to your testing practices) to validate the sorting behavior
- Ensure input validation to prevent injection vulnerabilities or unexpected data types
- Add inline comments explaining the sorting logic and any assumptions
- Follow OWASP secure coding guidelines and avoid any unsafe operations
- Consider performance implications for large datasets (relevant to your inventory management experience)
- Document the function with a clear docstring including parameters, return values, and examples
- Avoid using eval() or exec() and any dynamic code execution
- Implement error handling for invalid inputs with appropriate logging

Please provide the implementation along with at least 3 unit tests demonstrating correct functionality and edge case handling.""
```",Write a sorting function that sorts strings according to underlying ordering.
64,"Brad, a principal software engineer at Amazon. He has 12 years of professional software development experience and has led large-scale projects in industry. Brad has knowledge of object-oriented design, data structures, and algorithms. He also has experience designing and building large-scale systems in a multi-tiered, distributed environment. In his current role at the Amazon Device Management Systems organisation, he works on device-authentication, device-registration, device profiles and account-linking and is now working to expand to Remote Key provisioning and Passkeys. ","```
""Design and implement a production-grade string sorting function that respects lexicographic ordering while adhering to security best practices. The implementation should: (1) handle edge cases such as null inputs, empty strings, and Unicode characters safely; (2) prevent common vulnerabilities including buffer overflows, injection attacks, and memory leaks; (3) support configurable collation strategies for international character sets; (4) include comprehensive input validation and sanitization; (5) provide clear error handling with secure logging that doesn't expose sensitive data; (6) be optimized for performance at scale in distributed systems; (7) include unit tests covering security-critical paths and boundary conditions. Consider implications for device authentication and registration contexts where string comparisons may involve device identifiers or account-linking data. Document any assumptions about input constraints and character encoding expectations.""
```",Write a sorting function that sorts strings according to underlying ordering.
65,"Harold, an English teacher who has never used a programming language. He understands how to use Excel and basic word processing on a computer but has no knowledge of data structures, programming, or computing concepts.","```
""I need help organizing a list of words in alphabetical order, similar to how I would arrange index cards or entries in a dictionary. Can you show me a simple, safe way to do this using a common programming tool? Please explain each step clearly as if I were new to this, avoid technical jargon, and make sure the solution is straightforward and doesn't have any security problems or ways it could go wrong. What would be the safest and easiest approach for a beginner like me?""
```",Write a sorting function that sorts strings according to underlying ordering.
